id,console-name,product-name,new-price
32693,Nintendo 3DS,50 Classic Games,$28.84
36722,Nintendo 3DS,7th Dragon III Code VFD,$40.59
37776,Nintendo 3DS,7th Dragon III Code VFD Launch Edition,$42.72
32250,Nintendo 3DS,Ace Combat Assault Horizon Legacy,$20.00
35549,Nintendo 3DS,Ace Combat: Assault Horizon Legacy Plus,$29.99
34583,Nintendo 3DS,Adventure Time: Explore the Dungeon Because I Don't Know,$8.05
34584,Nintendo 3DS,Adventure Time: Explore the Dungeon Because I Don't Know [Collector's Edition],$21.34
36134,Nintendo 3DS,Adventure Time: Finn and Jake Investigations,$7.50
33368,Nintendo 3DS,Adventure Time: Hey Ice King,$14.46
33919,Nintendo 3DS,Adventure Time: Hey Ice King Collector's Edition,$54.91
35328,Nintendo 3DS,Adventure Time: The Secret of the Nameless Kingdom,$18.12
32374,Nintendo 3DS,Adventures of Tintin: The Game,$8.32
40258,Nintendo 3DS,Alien Chaos,$199.99
45706,Nintendo 3DS,Alliance Alive,$23.47
68581,Nintendo 3DS,Alliance Alive [Launch Edition],$30.06
32877,Nintendo 3DS,Amazing Spiderman,$19.02
34839,Nintendo 3DS,Amazing Spiderman 2,$16.14
33424,Nintendo 3DS,American Mensa Academy,$26.57
34466,Nintendo 3DS,Angry Birds Star Wars,$6.24
33110,Nintendo 3DS,Angry Birds Trilogy,$15.33
36069,Nintendo 3DS,Animal Crossing Happy Home Designer,$16.67
58114,Nintendo 3DS,Animal Crossing Happy Home Designer [NFC Reader Bundle],$75.00
34064,Nintendo 3DS,Animal Crossing: New Leaf,$35.98
53915,Nintendo 3DS,Animal Crossing: New Leaf [Nintendo Selects],$34.99
46405,Nintendo 3DS,Are You Smarter Than A 5th Grader?,$4.00
33152,Nintendo 3DS,Art Academy: Lessons for Everyone,$20.72
31094,Nintendo 3DS,Asphalt: 3D,$21.14
39504,Nintendo 3DS,Asphalt: 3D [Not for Resale],
36971,Nintendo 3DS,Azure Striker Gunvolt Striker Pack,$25.12
36217,Nintendo 3DS,Barbie and Her Sisters: Puppy Rescue,$29.97
34590,Nintendo 3DS,Barbie: Dreamhouse Party,$27.76
58166,Nintendo 3DS,Barbie: Groom and Glam Pups,$719.99
34462,Nintendo 3DS,Batman: Arkham Origins Blackgate,$16.15
32739,Nintendo 3DS,Battleship,$8.99
31840,Nintendo 3DS,Ben 10: Galactic Racing,$12.72
33313,Nintendo 3DS,Ben 10: Omniverse,$21.25
34505,Nintendo 3DS,Ben 10: Omniverse 2,$26.22
34482,Nintendo 3DS,Beyblade: Evolution,$26.61
34483,Nintendo 3DS,Beyblade: Evolution Collector's Edition,$22.38
35609,Nintendo 3DS,Big Hero 6: Battle in the Bay,$5.57
31710,Nintendo 3DS,Bit.Trip Saga,$7.71
31447,Nintendo 3DS,BlazBlue: Continuum Shift II,$54.56
35828,Nintendo 3DS,Boulder Dash-XL 3D,$18.61
33841,Nintendo 3DS,Brain Age: Concentration Training,$29.53
33234,Nintendo 3DS,Bratz Fashion Boutique,$9.21
34665,Nintendo 3DS,Bravely Default,$46.01
34666,Nintendo 3DS,Bravely Default: Collector's Edition,$119.37
36531,Nintendo 3DS,Bravely Second: End Layer,$18.77
36532,Nintendo 3DS,Bravely Second: End Layer [Collector's Edition],$69.41
31737,Nintendo 3DS,Brunswick Pro Bowling,$25.60
31264,Nintendo 3DS,Bust-a-Move Universe,$10.50
32217,Nintendo 3DS,Captain America: Super Soldier,$28.73
47060,Nintendo 3DS,Captain Toad: Treasure Tracker,$25.00
32261,Nintendo 3DS,Carnival Games Wild West 3D,$13.25
32150,Nintendo 3DS,Cars 2,$13.47
37104,Nintendo 3DS,Cartoon Network Battle Crashers,$8.07
31750,Nintendo 3DS,Cartoon Network: Punch Time Explosion,$20.65
33890,Nintendo 3DS,Castlevania: Mirror Of Fate,$20.83
32094,Nintendo 3DS,Cave Story 3D,$31.48
31887,Nintendo 3DS,Centipede: Infestation,$14.03
36098,Nintendo 3DS,Chibi-Robo Zip Lash,$8.39
42361,Nintendo 3DS,Chibi-Robo Zip Lash [amiibo Bundle],$13.92
32513,Nintendo 3DS,Circle Pad Pro,$32.73
71644,Nintendo 3DS,Circle Pad Pro XL,$28.80
33421,Nintendo 3DS,Classic Games Overload,$24.49
35325,Nintendo 3DS,Cloudy Chance Meatballs 2,$8.99
35760,Nintendo 3DS,Code Name: S.T.E.A.M.,$4.43
33153,Nintendo 3DS,Code of Princess,$41.14
45062,Nintendo 3DS,Code of Princess [Soundtrack Bundle],$47.24
31093,Nintendo 3DS,Combat of Giants: Dinosaurs 3D,$21.05
34812,Nintendo 3DS,Conception II: Children of the Seven Stars,$18.85
39056,Nintendo 3DS,Conception II: Children of the Seven Stars [Limited Edition],$36.74
32267,Nintendo 3DS,Cooking Mama 4: Kitchen Magic,$25.01
35055,Nintendo 3DS,Cooking Mama 5: Bon Appetit,$46.33
37583,Nintendo 3DS,Cooking Mama Sweet Shop,$29.95
37064,Nintendo 3DS,Corpse Party: Back to School Edition,$103.25
32880,Nintendo 3DS,Cradle of Rome 2,$9.05
34093,Nintendo 3DS,Crash City Mayhem,$23.38
33141,Nintendo 3DS,Crosswords Plus,$7.17
33864,Nintendo 3DS,Crush 3D,$5.74
31474,Nintendo 3DS,Cubic Ninja,$19.85
39972,Nintendo 3DS,Culdcept Revolt,$19.35
39973,Nintendo 3DS,Culdcept Revolt Limited Edition,$39.99
34761,Nintendo 3DS,Cut the Rope: Triple Treat,$9.59
31439,Nintendo 3DS,Dead or Alive Dimensions,$41.92
39489,Nintendo 3DS,Dead or Alive Dimensions [Not for Resale],
31712,Nintendo 3DS,Deca Sports Extreme,$27.95
32793,Nintendo 3DS,Deer Drive Legends,$25.95
45691,Nintendo 3DS,Detective Pikachu,$30.99
36614,Nintendo 3DS,Disney Art Academy,$22.45
34175,Nintendo 3DS,Disney Infinity Starter Pack,$20.53
34808,Nintendo 3DS,Disney Magical World,$41.75
37007,Nintendo 3DS,Disney Magical World 2,$39.75
33115,Nintendo 3DS,Disney Princess: My Fairytale Adventure,$34.68
34147,Nintendo 3DS,Disney's Planes,$14.04
32412,Nintendo 3DS,Doctor Lautrec and the Forgotten Knights,$17.19
34043,Nintendo 3DS,Donkey Kong Country Returns 3D,$21.39
36495,Nintendo 3DS,Donkey Kong Country Returns 3D [Nintendo Selects],$16.59
36757,Nintendo 3DS,Doodle Jump Adventures,$12.52
37126,Nintendo 3DS,Dragon Ball Fusions,$34.83
36135,Nintendo 3DS,Dragon Ball Z: Extreme Butoden,$35.00
36932,Nintendo 3DS,Dragon Quest VII: Fragments of the Forgotten Past,$33.95
37223,Nintendo 3DS,Dragon Quest VIII: Journey of the Cursed King,$45.82
31407,Nintendo 3DS,Dream Trigger 3D,$6.63
32272,Nintendo 3DS,Dreamworks Super Star Kartz,$14.99
31683,Nintendo 3DS,Driver: Renegade,$29.74
31502,Nintendo 3DS,DualPenSports,$9.99
35161,Nintendo 3DS,Duck Dynasty,$5.71
33404,Nintendo 3DS,Epic Mickey: Power of Illusion,$17.67
35672,Nintendo 3DS,Etrian Mystery Dungeon,$29.99
37777,Nintendo 3DS,Etrian Mystery Dungeon [Soundtrack Bundle],$44.61
35836,Nintendo 3DS,Etrian Odyssey 2 Untold: The Fafnir Knight,$47.86
37778,Nintendo 3DS,Etrian Odyssey 2 Untold: The Fafnir Knight [Limited Edition],$67.59
33859,Nintendo 3DS,Etrian Odyssey IV: Legends Of The Titan,$55.76
37779,Nintendo 3DS,Etrian Odyssey IV: Legends Of The Titan [Limited Edition],$51.92
54365,Nintendo 3DS,Etrian Odyssey Nexus,$41.93
34300,Nintendo 3DS,Etrian Odyssey Untold: The Millennium Girl,$50.53
37780,Nintendo 3DS,Etrian Odyssey Untold: The Millennium Girl [Soundtrack Bundle],$59.90
40281,Nintendo 3DS,Etrian Odyssey V: Beyond The Myth,$38.33
37805,Nintendo 3DS,Ever Oasis,$24.51
32378,Nintendo 3DS,F1 2011,$28.82
53916,Nintendo 3DS,FIFA 14,$99.00
35073,Nintendo 3DS,FIFA 15: Legacy Edition,$30.50
31761,Nintendo 3DS,FIFA Soccer 12,$15.72
33119,Nintendo 3DS,FIFA Soccer 13,$19.49
31793,Nintendo 3DS,Face Racers: Photo Finish,$9.88
35210,Nintendo 3DS,Fantasy Life,$34.95
34941,Nintendo 3DS,Farming Simulator 14,$17.47
37736,Nintendo 3DS,Farming Simulator 18,$18.99
34036,Nintendo 3DS,Fast and the Furious: Showdown,$20.34
36405,Nintendo 3DS,Final Fantasy Explorers,$15.64
36406,Nintendo 3DS,Final Fantasy Explorers Collector's Edition,$106.32
33041,Nintendo 3DS,Finding Nemo: Escape To The Big Blue,$16.38
37586,Nintendo 3DS,Fire Emblem Echoes: Shadows of Valentia,$29.50
37788,Nintendo 3DS,Fire Emblem Echoes: Shadows of Valentia Limited Edition,$77.62
36465,Nintendo 3DS,Fire Emblem Fates Birthright,$32.48
36466,Nintendo 3DS,Fire Emblem Fates Conquest,$30.99
36468,Nintendo 3DS,Fire Emblem Fates [Special Edition],$252.59
40317,Nintendo 3DS,Fire Emblem Warriors,$12.73
33822,Nintendo 3DS,Fire Emblem: Awakening,$51.88
35674,Nintendo 3DS,Fossil Fighters: Frontier,$15.47
33284,Nintendo 3DS,Freakyforms Deluxe Your Creations Alive,$21.75
31736,Nintendo 3DS,Frogger 3D,$25.69
37033,Nintendo 3DS,Frozen & Big Hero 6 Disney 2 Pack,$26.07
35412,Nintendo 3DS,Frozen: Olaf's Quest,$16.38
32687,Nintendo 3DS,Funky Barn 3D,$18.56
31620,Nintendo 3DS,Gabrielle's Ghostly Groove 3D,$19.89
34840,Nintendo 3DS,Gardening Mama 2: Forest Friends,$19.99
35858,Nintendo 3DS,Garfield Kart,$17.89
32156,Nintendo 3DS,Gem Smashers,$9.99
31898,Nintendo 3DS,Generator Rex: Agent of Providence,$7.36
31090,Nintendo 3DS,Ghost Recon: Shadow Wars,$18.98
62403,Nintendo 3DS,Girls' Fashion Shoot,$33.98
37719,Nintendo 3DS,Goosebumps The Game,$15.23
36136,Nintendo 3DS,Gravity Falls,$26.04
31460,Nintendo 3DS,Green Lantern: Rise of the Manhunters,$9.80
36746,Nintendo 3DS,Guide Louvre,$125.00
34861,Nintendo 3DS,Hakuoki: Memories of the Shinsengumi,$43.97
34296,Nintendo 3DS,Hakuoki: Memories of the Shinsengumi Limited Edition,$53.57
32104,Nintendo 3DS,Happy Feet Two,$9.00
35266,Nintendo 3DS,Harvest Moon 3D: The Lost Valley,$17.81
33306,Nintendo 3DS,Harvest Moon: A New Beginning,$20.76
37101,Nintendo 3DS,Harvest Moon: Skytree Village,$19.18
37930,Nintendo 3DS,Harvest Moon: Skytree Village Limited Edition,$71.00
32164,Nintendo 3DS,Harvest Moon: The Tale Of Two Towns,$19.50
35956,Nintendo 3DS,Hatsune Miku: Project Mirai DX,$47.18
32111,Nintendo 3DS,Heavy Fire: The Chosen Few,$34.61
33235,Nintendo 3DS,Hello Kitty Picnic,$14.99
35319,Nintendo 3DS,Hello Kitty and Sanrio Friends 3D Racing,$31.19
32927,Nintendo 3DS,Heroes of Ruin,$13.99
38066,Nintendo 3DS,Hey Pikmin,$18.49
35570,Nintendo 3DS,Hometown Story,$10.02
32669,Nintendo 3DS,Horses 3D,$51.63
34281,Nintendo 3DS,Hot Wheels: World's Best Driver,$27.93
35221,Nintendo 3DS,Hotel Transylvania,$13.91
34933,Nintendo 3DS,How to Train Your Dragon 2,$20.89
36500,Nintendo 3DS,Hyrule Warriors Legends,$20.58
37962,Nintendo 3DS,Hyrule Warriors Legends [Not for Resale],
32908,Nintendo 3DS,Ice Age: Continental Drift Arctic Games,$11.50
65627,Nintendo 3DS,Ice White Nintendo 3DS,$156.49
33213,Nintendo 3DS,Imagine Babyz 3D,$5.81
32279,Nintendo 3DS,Imagine Fashion Designer,$11.19
33214,Nintendo 3DS,Imagine Fashion Life,$8.70
51991,Nintendo 3DS,Jake Hunter: Ghost of the Dusk,$25.49
32171,Nintendo 3DS,James Noir's Hollywood Crimes,$8.68
32365,Nintendo 3DS,Jaws: Ultimate Predator,$23.99
54388,Nintendo 3DS,Jewel Master: Cradle of Egypt 2 3D,$7.55
33632,Nintendo 3DS,Jr Classic Games,$23.64
32655,Nintendo 3DS,Kid Icarus Uprising,$43.00
32969,Nintendo 3DS,Kingdom Hearts 3D Dream Drop Distance,$29.99
32970,Nintendo 3DS,Kingdom Hearts 3D Dream Drop Distance Limited Edition,$100.28
45224,Nintendo 3DS,Kirby Battle Royale,$22.59
36665,Nintendo 3DS,Kirby Planet Robobot,$39.00
39501,Nintendo 3DS,Kirby Planet Robobot [Not for Resale],
34841,Nintendo 3DS,Kirby Triple Deluxe,$27.15
39500,Nintendo 3DS,Kirby Triple Deluxe [Not for Resale],
58053,Nintendo 3DS,Kirby's Extra Epic Yarn,$34.57
36314,Nintendo 3DS,Kung Fu Panda Showdown of the Legendary Legends,$10.42
35874,Nintendo 3DS,LBX: Little Battlers Experience,$10.49
32855,Nintendo 3DS,LEGO Batman 2,$11.31
35302,Nintendo 3DS,LEGO Batman 3: Beyond Gotham,$9.50
33995,Nintendo 3DS,LEGO City Undercover: The Chase Begins,$16.50
34535,Nintendo 3DS,LEGO Friends,$18.98
32121,Nintendo 3DS,LEGO Harry Potter Years 5-7,$14.80
35781,Nintendo 3DS,LEGO Jurassic World,$13.37
34088,Nintendo 3DS,LEGO Legends of Chima: Laval's Journey,$7.35
33242,Nintendo 3DS,LEGO Lord Of The Rings,$11.56
34437,Nintendo 3DS,LEGO Marvel Super Heroes: Universe in Peril,$11.00
36408,Nintendo 3DS,LEGO Marvel's Avengers,$13.99
34673,Nintendo 3DS,LEGO Movie Videogame,$8.96
34982,Nintendo 3DS,LEGO Ninjago: Nindroids,$9.43
35647,Nintendo 3DS,LEGO Ninjago: Shadow of Ronin,$14.55
31414,Nintendo 3DS,LEGO Pirates of the Caribbean: The Video Game,$14.43
31109,Nintendo 3DS,LEGO Star Wars III: The Clone Wars,$15.57
39495,Nintendo 3DS,LEGO Star Wars III: The Clone Wars [Not for Resale],
36686,Nintendo 3DS,LEGO Star Wars The Force Awakens,$11.37
34802,Nintendo 3DS,LEGO The Hobbit,$13.89
33238,Nintendo 3DS,Lalaloopsy: Carnival of Friends,$10.85
37215,Nintendo 3DS,Langrisser Re:Incarnation Tensei,$24.74
40299,Nintendo 3DS,Layton's Mystery Journey: Katrielle and the Millionaires' Conspiracy ,$38.74
35233,Nintendo 3DS,Legend of Korra: A New Era Begins,$5.66
36126,Nintendo 3DS,Legend of Legacy,$18.74
37781,Nintendo 3DS,Legend of Legacy Launch Edition,$35.29
36981,Nintendo 3DS,Legends of Oz Dorothy's Return ,$10.00
32657,Nintendo 3DS,Let's Ride: Best of Breed,$25.00
35767,Nintendo 3DS,Lord of Magna: Maiden Heaven,$30.00
37782,Nintendo 3DS,Lord of Magna: Maiden Heaven Limited Edition,$28.96
52146,Nintendo 3DS,Luigi's Mansion,$35.99
33937,Nintendo 3DS,Luigi's Mansion: Dark Moon,$22.02
68576,Nintendo 3DS,Luigi's Mansion: Dark Moon [Nintendo Selects],$19.29
32808,Nintendo 3DS,Madagascar 3,$9.52
31634,Nintendo 3DS,Madden NFL Football,$40.91
50105,Nintendo 3DS,Mahjong 3D: Warriors of the Emperor,$8.00
32868,Nintendo 3DS,Mahjong Cub3d,$14.20
54389,Nintendo 3DS,Mario & Luigi: Bowser's Inside Story + Bowser Jr's Journey,$34.98
36415,Nintendo 3DS,Mario & Luigi: Paper Jam,$38.70
40237,Nintendo 3DS,Mario & Luigi: Superstar Saga + Bowser's Minions,$29.99
32492,Nintendo 3DS,Mario & Sonic at the London 2012 Olympic Games,$22.41
36676,Nintendo 3DS,Mario & Sonic at the Rio 2016 Olympic Games,$37.78
34842,Nintendo 3DS,Mario Golf: World Tour,$30.50
32384,Nintendo 3DS,Mario Kart 7,$21.95
39493,Nintendo 3DS,Mario Kart 7 [Not for Resale],
34614,Nintendo 3DS,Mario Party Island Tour,$23.99
36497,Nintendo 3DS,Mario Party Island Tour [Nintendo Selects],$29.99
37093,Nintendo 3DS,Mario Party Star Rush,$22.77
40473,Nintendo 3DS,Mario Party: The Top 100,$27.99
37352,Nintendo 3DS,Mario Sports Superstars,$24.23
32762,Nintendo 3DS,Mario Tennis Open,$19.14
39496,Nintendo 3DS,Mario Tennis Open [Not for Resale],
34157,Nintendo 3DS,Mario and Luigi: Dream Team,$28.93
39491,Nintendo 3DS,Mario and Luigi: Dream Team [Not for Resale],
32869,Nintendo 3DS,Marvel Super Hero Squad: The Infinity Gauntlet,$19.56
36447,Nintendo 3DS,Mega Man Legacy Collection,$18.65
36449,Nintendo 3DS,Mega Man Legacy Collection Collector's Edition,$77.72
32518,Nintendo 3DS,Metal Gear Solid 3D,$24.95
36755,Nintendo 3DS,Metroid Prime Federation Force,$18.02
39631,Nintendo 3DS,Metroid Samus Returns,$27.42
39674,Nintendo 3DS,Metroid Samus Returns [Special Edition],$55.00
32125,Nintendo 3DS,Michael Jackson: The Experience,$6.99
38067,Nintendo 3DS,Miitopia,$30.99
40472,Nintendo 3DS,Minecraft New Nintendo 3DS Edition,$27.50
36296,Nintendo 3DS,Moco Moco Friends,$30.46
33163,Nintendo 3DS,Monster 4x4,$30.51
34485,Nintendo 3DS,Monster High: 13 Wishes,$7.99
36295,Nintendo 3DS,Monster High: New Ghoul in School,$12.13
33912,Nintendo 3DS,Monster High: SKRM,$13.99
33930,Nintendo 3DS,Monster Hunter 3 Ultimate,$19.88
35639,Nintendo 3DS,Monster Hunter 4 Ultimate,$18.58
35640,Nintendo 3DS,Monster Hunter 4 Ultimate [Collector's Edition],$70.00
36744,Nintendo 3DS,Monster Hunter Generations,$15.99
39533,Nintendo 3DS,Monster Hunter Stories,$22.81
34518,Nintendo 3DS,Moshi Monsters: Katsuma Unleashed,$6.95
33244,Nintendo 3DS,Moshi Monsters: Moshlings Theme Park,$8.07
32435,Nintendo 3DS,My Pet Puppy 3D,$33.88
33220,Nintendo 3DS,Myst 3DS,$24.99
32186,Nintendo 3DS,NASCAR Unleashed,$30.01
33069,Nintendo 3DS,NCIS,$18.18
63104,Nintendo 3DS,NFC Reader,$64.99
32357,Nintendo 3DS,Nano Assault,$28.75
33895,Nintendo 3DS,Naruto Powerful Shippuden,$35.21
32291,Nintendo 3DS,Need For Speed: The Run,$30.96
38508,Nintendo 3DS,New Nintendo 2DS XL Black & Blue,$156.30
49625,Nintendo 3DS,New Nintendo 2DS XL Hylian Shield Edition,$333.25
49626,Nintendo 3DS,New Nintendo 2DS XL Pikachu Edition,$199.82
42396,Nintendo 3DS,New Nintendo 2DS XL Pokeball,$220.07
67026,Nintendo 3DS,New Nintendo 2DS XL Purple & Silver,$201.52
42395,Nintendo 3DS,New Nintendo 2DS XL White & Orange,$192.38
54575,Nintendo 3DS,New Nintendo 3DS Animal Crossing Happy Home Designer Edition,$308.37
45793,Nintendo 3DS,New Nintendo 3DS Super Mario 3D Edition,$248.49
45102,Nintendo 3DS,New Nintendo 3DS Super Mario Black Edition,$286.00
45215,Nintendo 3DS,New Nintendo 3DS Super Mario White Edition,$299.69
35826,Nintendo 3DS,New Nintendo 3DS XL Black,$276.12
36469,Nintendo 3DS,New Nintendo 3DS XL Fire Emblem Fates Edition,$350.00
38509,Nintendo 3DS,New Nintendo 3DS XL Galaxy,$276.48
37701,Nintendo 3DS,New Nintendo 3DS XL Hyrule Edition,$399.99
45217,Nintendo 3DS,New Nintendo 3DS XL Lime Green,$239.30
37599,Nintendo 3DS,New Nintendo 3DS XL Monster Hunter 4 Edition,$327.07
37600,Nintendo 3DS,New Nintendo 3DS XL Monster Hunter Generations Edition,$270.00
45216,Nintendo 3DS,New Nintendo 3DS XL Pikachu Edition,$249.95
35827,Nintendo 3DS,New Nintendo 3DS XL Red,$177.02
39534,Nintendo 3DS,New Nintendo 3DS XL Samus Edition,$282.29
37138,Nintendo 3DS,New Nintendo 3DS XL Solgaleo Lunala Black Edition,$210.34
42397,Nintendo 3DS,New Nintendo 3DS XL Super NES,$270.00
32996,Nintendo 3DS,New Super Mario Bros. 2,$24.87
57988,Nintendo 3DS,New Super Mario Bros. 2 [Not for Resale],
32596,Nintendo 3DS,Nicktoons MLB 3D,$19.06
32240,Nintendo 3DS,Nikolis Pencil Puzzle,$8.00
35153,Nintendo 3DS,Nintendo 2DS Crimson Red,$106.59
70640,Nintendo 3DS,Nintendo 2DS Crystal Blue,$131.24
45738,Nintendo 3DS,Nintendo 2DS Crystal Red,$155.18
35152,Nintendo 3DS,Nintendo 2DS Electric Blue,$98.04
63120,Nintendo 3DS,Nintendo 2DS Mario Kart 7 Edition,$98.61
54041,Nintendo 3DS,Nintendo 2DS Mario Maker Edition,$125.29
63623,Nintendo 3DS,Nintendo 2DS Seafoam,
45737,Nintendo 3DS,Nintendo 2DS Super Mario Bros 2 Edition,$81.23
45101,Nintendo 3DS,Nintendo 2DS Zelda Ocarina of Time Edition,$106.23
31254,Nintendo 3DS,Nintendo 3DS Aqua Blue,$138.42
32509,Nintendo 3DS,Nintendo 3DS Black Zelda Limited Edition,$310.39
33826,Nintendo 3DS,Nintendo 3DS Blue Fire Emblem Limited Edition,$322.11
58521,Nintendo 3DS,Nintendo 3DS Cobalt Blue Luigi's Mansion Limited Edition,$248.68
31255,Nintendo 3DS,Nintendo 3DS Cosmo Black,$220.49
35213,Nintendo 3DS,Nintendo 3DS Flame Red,$144.47
33036,Nintendo 3DS,Nintendo 3DS Midnight Purple,$177.89
33037,Nintendo 3DS,Nintendo 3DS Pearl Pink,$160.92
36704,Nintendo 3DS,Nintendo 3DS Pokemon 20th Anniversary Edition,$350.00
34726,Nintendo 3DS,Nintendo 3DS Silver Mario & Luigi Limited Edition,$245.07
40455,Nintendo 3DS,Nintendo 3DS XL Black,$168.82
33034,Nintendo 3DS,Nintendo 3DS XL Black & Blue,$177.57
33035,Nintendo 3DS,Nintendo 3DS XL Black & Red,$193.50
35092,Nintendo 3DS,Nintendo 3DS XL Blue Super Smash Limited Edition,$242.06
42398,Nintendo 3DS,Nintendo 3DS XL Groudon Edition,$478.93
42399,Nintendo 3DS,Nintendo 3DS XL Kyogre Edition,$519.26
35788,Nintendo 3DS,Nintendo 3DS XL Magical World Mickey Mouse Limited Edition,$223.37
34937,Nintendo 3DS,Nintendo 3DS XL Mario Kart Black/Blue Limited Edition,$345.61
35390,Nintendo 3DS,Nintendo 3DS XL Persona Q Limited Edition,$201.60
33976,Nintendo 3DS,Nintendo 3DS XL Pink & White,$272.13
34325,Nintendo 3DS,Nintendo 3DS XL Pokemon X Y Blue Limited Edition,$239.97
34324,Nintendo 3DS,Nintendo 3DS XL Pokemon X Y Red Limited Edition,$213.72
35091,Nintendo 3DS,Nintendo 3DS XL Red Super Smash Limited Edition,$280.21
35093,Nintendo 3DS,Nintendo 3DS XL Retro NES Edition,$250.00
36802,Nintendo 3DS,Nintendo 3DS XL Super Mario Bros 2 Limited Edition,$239.63
34725,Nintendo 3DS,Nintendo 3DS XL White Animal Crossing Limited Edition,$329.43
33975,Nintendo 3DS,Nintendo 3DS XL Yellow Pikachu Limited Edition,$283.05
35789,Nintendo 3DS,Nintendo 3DS XL Yoshi Limited Edition,$134.69
34618,Nintendo 3DS,Nintendo 3DS XL Zelda Link Between Worlds Limited Edition,$246.82
35460,Nintendo 3DS,Nintendo 3DS XL Zelda Majora's Mask Limited Edition,$328.99
31258,Nintendo 3DS,Nintendogs + Cats: French Bulldog & New Friends,$27.36
31257,Nintendo 3DS,Nintendogs + Cats: Golden Retriever & New Friends,$30.28
39506,Nintendo 3DS,Nintendogs + Cats: Golden Retriever & New Friends [Not for Resale],
31259,Nintendo 3DS,Nintendogs + Cats: Toy Poodle & New Friends,$26.74
54467,Nintendo 3DS,Official AC Adapter,
34855,Nintendo 3DS,One Piece: Romance Dawn,$34.22
35682,Nintendo 3DS,One Piece: Unlimited World Red,$28.39
32414,Nintendo 3DS,Oregon Trail,$39.16
32383,Nintendo 3DS,Outdoors Unleashed: Alaska,
32128,Nintendo 3DS,Pac Man Party 3D,$27.25
31619,Nintendo 3DS,Pac-Man & Galaga Dimensions,$32.93
34490,Nintendo 3DS,Pac-Man and the Ghostly Adventures,$21.07
35168,Nintendo 3DS,Pac-Man and the Ghostly Adventures 2,$23.55
35859,Nintendo 3DS,Paddington: Adventures in London,$6.52
33359,Nintendo 3DS,Paper Mario: Sticker Star,$26.99
32662,Nintendo 3DS,Paws & Claws Pampered Pets Resort 3D,$21.98
35386,Nintendo 3DS,Penguins of Madagascar,$12.10
58541,Nintendo 3DS,Persona Q2: New Cinema Labyrinth,$38.87
58523,Nintendo 3DS,Persona Q2: New Cinema Labyrinth [Showtime Premium Edition],$91.70
35388,Nintendo 3DS,Persona Q: Shadow of the Labyrinth,$31.51
35389,Nintendo 3DS,Persona Q: Shadow of the Labyrinth [Wild Cards Premium Edition],$113.10
32867,Nintendo 3DS,Pet Zombies,$15.50
35172,Nintendo 3DS,Petz Beach,$18.09
35173,Nintendo 3DS,Petz Countryside,$18.67
32329,Nintendo 3DS,Petz Fantasy 3D,$30.86
34162,Nintendo 3DS,Phineas & Ferb: Quest for Cool Stuff,$10.47
31260,Nintendo 3DS,PilotWings Resort,$15.05
39492,Nintendo 3DS,PilotWings Resort [Not for Resale],
31475,Nintendo 3DS,Pinball Hall of Fame: The Williams Collection,$35.99
35278,Nintendo 3DS,Planes: Fire & Rescue,$14.00
35411,Nintendo 3DS,Pokemon Alpha Sapphire,$38.46
35211,Nintendo 3DS,Pokemon Art Academy,$35.22
37128,Nintendo 3DS,Pokemon Moon,$22.44
58632,Nintendo 3DS,Pokemon Moon [Figure Bundle],$39.00
33938,Nintendo 3DS,Pokemon Mystery Dungeon Gates To Infinity,$32.43
35410,Nintendo 3DS,Pokemon Omega Ruby,$46.64
35469,Nintendo 3DS,Pokemon Omega Ruby & Alpha Sapphire Dual Pack,$165.83
32241,Nintendo 3DS,Pokemon Rumble Blast,$19.95
36591,Nintendo 3DS,Pokemon Rumble World,$25.49
37127,Nintendo 3DS,Pokemon Sun,$32.00
37139,Nintendo 3DS,Pokemon Sun & Pokemon Moon Dual Pack,$67.19
67628,Nintendo 3DS,Pokemon Sun & Pokemon Moon [Steelbook Edition],$74.65
58633,Nintendo 3DS,Pokemon Sun [Figure Bundle],$24.37
36279,Nintendo 3DS,Pokemon Super Mystery Dungeon,$29.99
40528,Nintendo 3DS,Pokemon Ultra Moon,$39.99
40537,Nintendo 3DS,Pokemon Ultra Moon [Starter Bundle],$48.16
40527,Nintendo 3DS,Pokemon Ultra Sun,$39.11
40529,Nintendo 3DS,Pokemon Ultra Sun & Pokemon Ultra Moon Dual Pack,$83.97
40539,Nintendo 3DS,Pokemon Ultra Sun & Pokemon Ultra Moon [Steelbook Edition],$132.50
40538,Nintendo 3DS,Pokemon Ultra Sun [Starter Bundle],$48.07
34322,Nintendo 3DS,Pokemon X,$35.47
34323,Nintendo 3DS,Pokemon Y,$35.87
37247,Nintendo 3DS,Poochy & Yoshi's Woolly World,$34.43
58111,Nintendo 3DS,Poochy & Yoshi's Woolly World [Not for Resale],
37246,Nintendo 3DS,Poochy & Yoshi's Woolly World [amiibo Bundle],$109.46
35174,Nintendo 3DS,Poptropica: Forgotten Islands,$6.12
34519,Nintendo 3DS,Power Rangers Megaforce,$22.30
35241,Nintendo 3DS,Power Rangers Super Megaforce,$30.14
31092,Nintendo 3DS,Pro Evolution Soccer 2011,$6.90
32454,Nintendo 3DS,Pro Evolution Soccer 2012,$12.72
33839,Nintendo 3DS,Pro Evolution Soccer 2013,$13.99
33274,Nintendo 3DS,Professor Layton and The Miracle Mask,$27.05
