base_name,Critic_Score,Global_Sales,Price,if_not_score,Company_Size_Large,Company_Size_Medium,Company_Size_Small,ESRB_Rating_Level1,ESRB_Rating_Level2,ESRB_Rating_Level3,ESRB_Rating_Level4,Platform_Game Console,Platform_Handheld,Platform_PC,Genre_Action,Genre_Action-Adventure,Genre_Adventure,Genre_Fighting,Genre_MMO,Genre_Misc,Genre_Music,Genre_Party,Genre_Platform,Genre_Puzzle,Genre_Racing,Genre_Role-Playing,Genre_Shooter,Genre_Simulation,Genre_Sports,Genre_Strategy,Genre_Visual Novel
etrian_odyssey_2_untold_the_fafnir_knight,0.0,0.08910000000000001,47.86,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
etrian_odyssey_3_the_drowned_city,7.3,0.2511,88.5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
etrian_odyssey_4_legends_of_the_titan,8.2,0.3159,55.76,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
etrian_odyssey_5_beyond_the_myth,7.9,0.21870000000000003,38.33,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
etrian_odyssey_millennium_girl,8.1,0.2106,41.378476562499976,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
etrian_odyssey_nexus,0.0,0.08910000000000001,41.93,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
eureka_seven_ao_jungfrau_no_hanabanatachi,0.0,0.024300000000000002,19.401356589147277,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
euro_fishing,0.0,0.008100000000000001,20.769711779448627,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
euro_truck_simulator,0.0,0.38880000000000003,20.769711779448627,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
euro_truck_simulator_2_scandinavia,0.0,0.008100000000000001,20.769711779448627,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
evangelion_shin_gekijoban_3nd_impact,0.0,0.024300000000000002,23.23166666666666,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eve_burst_error_r,0.0,0.016200000000000003,23.23166666666666,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eve_valkyrie,0.0,0.1701,16.406836223506737,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
even_in_a_game_listen_to_me_girls_1_am_your_father,0.0,0.024300000000000002,18.764469026548674,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ever_oasis,8.1,0.2349,24.51,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
everquest_2_destiny_of_velious,0.0,0.048600000000000004,33.28113309352518,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
everybody_dance,6.5,0.1053,5.79,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
everybodys_golf,8.1,0.45360000000000006,15.35,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
everyday_house_tamagotchi,0.0,0.0729,19.230974025974028,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
evolve,0.0,0.17820000000000003,19.148836257309917,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
evolve,0.0,1.3608000000000002,10.375,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ex_troopers,0.0,0.04050000000000001,20.36575221799746,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ex_troopers,0.0,0.05670000000000001,23.23166666666666,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exerbeat,0.0,0.2349,35.16,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
exist_archive_the_other_side_of_the_sky,0.0,0.048600000000000004,14.78,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
exist_archive_the_other_side_of_the_sky,0.0,0.0729,14.34,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
exstetra,0.0,0.032400000000000005,18.764469026548674,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
extinction,5.1,0.08910000000000001,9.565000000000001,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eyepet,6.9,0.8181,6.57,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
eyepet,4.9,0.22680000000000003,19.230974025974028,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
eyepet__friends,0.0,0.1458,6.79,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
f1_2010,8.2,1.62,11.030000000000001,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
f1_2010,8.0,0.04050000000000001,23.240143004115218,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
f1_2011,8.45,1.5552000000000001,13.43,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
f1_2011,6.9,0.25110000000000005,34.44,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
f1_2011,8.1,0.1458,23.240143004115218,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
f1_2012,8.2,1.215,19.975,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
f1_2013,0.0,0.7128,37.94,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
f1_2014,6.1,0.5265,39.705,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
f1_2015,6.1,0.7533000000000001,17.77,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
f1_2015,6.1,0.048600000000000004,23.240143004115218,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
f1_2016,8.6,0.81,13.225000000000001,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
f1_2017,8.9,0.6561,18.619999999999997,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
f1_2017,8.9,0.016200000000000003,23.240143004115218,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
f1_2018,8.3,0.5670000000000001,24.91,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
f1_2018,8.3,0.008100000000000001,23.240143004115218,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
f1_race_stars,6.2,0.4779000000000001,16.53,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
f1_race_stars,6.2,0.016200000000000003,23.240143004115218,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fable_3,7.8,1.62,10.75,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fable_3,7.0,0.26730000000000004,33.28113309352518,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fable_anniversary,0.0,0.36450000000000005,49.03,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fable_the_journey,0.0,0.2349,6.0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fabled_legends_the_dark_piper,0.0,0.008100000000000001,21.38879258353708,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fabstyle,0.0,0.08910000000000001,26.020500000000006,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
face_racers_photo_finish,0.0,0.06480000000000001,9.88,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
face_training,0.0,0.1539,18.764469026548674,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fairlylife_miracledays,0.0,0.008100000000000001,24.132265625000002,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fairy_fencer_f,6.6,0.1539,24.99,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fairy_fencer_f_advent_dark_force,0.0,0.11340000000000001,49.57,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fairy_tail_portable_guild,0.0,0.08910000000000001,33.37571428571429,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fairy_tail_portable_guild_2,0.0,0.06480000000000001,33.37571428571429,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fairy_tail_zelef_kakusei,0.0,0.05670000000000001,33.37571428571429,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fallen_legion_rise_to_glory,7.0,0.016200000000000003,25.95,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fallout_4,8.5,1.62,12.57,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fallout_4,9.0,1.134,33.28113309352518,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fallout_76,5.1,1.62,11.34,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fallout_76,3.7,0.1701,33.28113309352518,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fallout_anthology,0.0,0.008100000000000001,21.38879258353708,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fallout_new_vegas,8.2,1.62,15.309999999999999,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fallout_new_vegas_ultimate_edition,0.0,0.024300000000000002,33.28113309352518,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
famicom_remix_best_choice,0.0,0.032400000000000005,18.764469026548674,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
family_feud_2012_edition,0.0,0.24300000000000002,19.401356589147277,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
family_feud_decades,0.0,0.12960000000000002,23.62,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
family_game_night_4_the_game_show,0.0,0.2916,19.401356589147277,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
family_gameshow,0.0,0.0729,19.401356589147277,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
family_guy_back_to_the_multiverse,0.0,0.4212,22.49,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
family_party_30_great_games_winter_fun,0.0,0.18630000000000002,10.75,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
family_party_90_great_games_party_pack,0.0,0.26730000000000004,13.0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
family_party_fitness_fun,0.0,0.1215,14.08,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
family_trainer_treasure_adventure,0.0,0.05670000000000001,18.925883584589617,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fancy_nancy_tea_party_time,0.0,0.1458,14.99,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fantasia_music_evolved,0.0,0.23490000000000003,5.8100000000000005,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fantastic_football_fan_party,0.0,0.008100000000000001,18.925883584589617,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fantastic_pets,0.0,0.3321,14.09,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
far_cry_3,8.8,1.62,14.75,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
far_cry_3,8.8,1.62,16.1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
far_cry_3,8.8,0.7452000000000001,18.10227008547007,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
far_cry_3_classic_edition,0.0,0.008100000000000001,23.176248826291076,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
far_cry_4,8.225,1.62,13.6075,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
far_cry_4,8.5,0.5265000000000001,18.10227008547007,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
far_cry_5,7.550000000000001,1.62,23.314999999999998,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
far_cry_5,6.3,0.05670000000000001,21.38879258353708,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
far_cry_primal,7.5,1.62,16.085,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
far_cry_primal,8.0,0.2025,23.369236666666655,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
farm_frenzy_3,0.0,0.016200000000000003,19.55727272727273,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
farm_frenzy_animal_country,0.0,0.1215,11.98,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
farming_2017___the_simulation,0.0,0.008100000000000001,22.885476190476194,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
farming_2017___the_simulation,0.0,0.024300000000000002,20.769711779448627,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
farming_simulator_15_expansion_pack,0.0,0.008100000000000001,20.769711779448627,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
farming_simulator_17,6.9,0.9558,14.469999999999999,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
farming_simulator_17,6.9,0.1053,19.230974025974028,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
farming_simulator_17,6.9,0.9072000000000001,20.769711779448627,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
farming_simulator_17_big_bud,0.0,0.008100000000000001,20.769711779448627,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
farming_simulator_17_straw_harvest,0.0,0.032400000000000005,20.769711779448627,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
farming_simulator_18,0.0,0.1053,26.449999999999996,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
farming_simulator_19,7.3,0.6399,27.75,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
farming_simulator_19,7.3,0.4698,20.769711779448627,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
farming_simulator_2011,0.0,0.13770000000000002,20.769711779448627,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
farming_simulator_2012,0.0,0.11340000000000001,19.230974025974028,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
farming_simulator_2013,0.0,0.4374,22.885476190476194,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
farming_simulator_2013,0.0,0.7371000000000001,20.769711779448627,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
farming_simulator_2014,0.0,0.008100000000000001,19.230974025974028,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
farming_simulator_2015,0.0,1.1907,22.885476190476194,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
farming_simulator_2015,0.0,0.8910000000000001,20.769711779448627,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
farmtopia,0.0,0.1539,19.230974025974028,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
farpoint,0.0,0.38880000000000003,16.56,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
fast__furious_showdown,0.0,0.048600000000000004,20.36575221799746,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fast_food_panic,0.0,0.048600000000000004,12.26,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fast_food_panic,0.0,0.11340000000000001,11.17,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fast_racing_neo,8.1,0.008100000000000001,22.90284811827957,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fat_princess_fistful_of_cake,7.0,0.1053,7.49,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fata_morgana_no_kan_collected_edition,0.0,0.008100000000000001,24.132265625000002,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fatal_frame_2_wii_edition,0.0,0.08910000000000001,23.176248826291076,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fatal_frame_maiden_of_black_water,0.0,0.09720000000000001,19.401356589147277,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fateextella_link,0.0,0.09720000000000001,39.65,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fateextella_link,0.0,0.048600000000000004,23.23166666666666,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fateextella_the_umbral_star,0.0,0.21870000000000003,29.95,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fateextella_the_umbral_star,8.0,0.1701,39.01,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fateextella_the_umbral_star,0.0,0.1215,19.1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fateextra,0.0,0.26730000000000004,54.18,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fateextra_ccc,0.0,0.09720000000000001,41.378476562499976,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
fatehollow_ataraxia,0.0,0.09720000000000001,36.85142857142857,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fatekaleid_liner_prisma_illya,0.0,0.008100000000000001,23.23166666666666,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fatestay_night_realta_nua,0.0,0.048600000000000004,36.85142857142857,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fear_3,7.8,0.7290000000000001,18.25,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
fernbus_simulator,0.0,0.016200000000000003,20.769711779448627,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ferrari_the_race_experience,0.0,0.016200000000000003,22.90284811827957,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
field__stream_total_outdoorsman_challenge,0.0,0.0729,19.81,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_13,7.0,0.39690000000000003,18.925883584589617,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_13,0.0,1.62,18.925883584589617,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_13,0.0,0.5508,21.89962121212121,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_13,0.0,0.3078,19.666512578616338,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_14,0.0,1.62,5.8425,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_14,0.0,0.8181,46.60999999999999,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_14,0.0,0.3078,19.666512578616338,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_15,7.449999999999999,1.62,6.7775,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_15,0.0,0.4617,18.925883584589617,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_15,0.0,0.9558000000000001,21.89962121212121,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_15,7.0,0.243,19.666512578616338,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_16,8.75,1.62,7.045,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_16,8.5,0.1701,19.666512578616338,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_17,8.850000000000001,1.62,6.225,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_17,0.0,1.62,15.615,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_17,0.0,0.1539,19.666512578616338,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_18,8.15,1.62,7.38,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_18,0.0,0.6480000000000001,23.92,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_18,5.8,0.8910000000000001,14.59,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_18,8.0,0.06480000000000001,19.666512578616338,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_19,0.0,1.62,13.155000000000001,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_19,5.9,0.6075,21.88,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_19,0.0,0.08100000000000002,60.265,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_football,0.0,0.09720000000000001,21.89962121212121,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_manager_12,0.0,0.04050000000000001,19.666512578616338,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fifa_soccer,0.0,0.5103000000000001,18.764469026548674,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
